customer_id,age,region,income,monthly_minutes,monthly_data_gb,support_tickets,monthly_bill,outstanding_balance,churn
2460,69,North,79613,2847,15.22,2,45.72,483.97,1
2461,63,South,41663,963,18.57,3,140.31,232.07,0
2462,44,West,49547,1976,15.01,1,102.26,320.66,0
2463,46,East,30005,1109,6.53,5,167.94,186.53,0
2464,64,West,37038,2839,11.46,9,186.22,318.16,0
2465,45,East,36414,1160,18.28,0,132.08,360.05,0
2466,52,North,99506,206,9.26,0,154.37,312.33,0
2467,25,East,32606,1948,13.79,7,39.62,257.28,0
2468,33,North,46482,2428,9.58,3,125.24,150.06,0
2469,59,East,63948,1233,2.87,0,158.41,321.92,0
2470,53,South,50875,648,1.64,6,114.45,454.21,0
2471,47,West,43057,2699,19.07,8,130.9,3.46,0
2472,35,North,62400,1720,12.44,9,182.82,66.96,0
2473,19,North,98607,1937,2.52,6,63.68,59.89,0
2474,66,West,57503,2335,17.22,0,46.7,461.6,1
2475,30,North,53765,2899,10.69,0,147.41,331.37,1
2476,21,East,76612,1611,15.55,0,169.88,475.89,1
2477,43,East,39428,1477,2.97,7,174.58,291.41,0
2478,42,West,61419,118,18.18,6,139.08,230.87,0
2479,47,West,95195,958,12.02,2,171.65,396.17,0
2480,28,West,69142,1516,14.9,2,149.11,80.47,0
2481,24,North,68289,1384,1.11,2,44.85,190.67,0
2482,48,West,88951,509,6.65,1,159.55,233.14,0
2483,61,East,41755,1526,5.72,3,60.49,149.23,1
2484,27,East,33890,1793,19.02,6,70.22,185.64,0
2485,56,North,47175,2631,4.11,8,97.09,39.05,0
2486,30,East,95687,723,14.29,2,83.48,98.99,0
2487,48,West,54288,755,1.33,9,84.68,167.75,0
2488,24,West,76629,867,4.35,6,58.77,397.95,0
2489,66,South,77800,117,7.1,3,79.96,91.25,0
2490,59,North,67367,2331,15.99,0,33.34,173.32,1
2491,59,South,98513,2552,15.9,4,110.39,32.46,1
2492,53,West,59022,2946,19.08,7,160.66,278.55,0
2493,37,East,99329,2626,18.38,2,176.58,305.63,1
2494,21,South,89414,1916,2.09,9,169.47,432.76,0
2495,24,North,31659,1880,16.68,3,100.8,409.56,0
2496,18,South,87941,107,9.3,2,154.17,142.69,0
2497,61,South,67930,804,17.38,9,78.94,68.48,0
2498,62,West,73473,1441,2.24,7,39.45,78.04,0
2499,59,East,85598,1259,16.54,9,144.92,484.48,0
2500,64,South,46040,630,3.61,7,140.3,336.61,0
2501,30,East,99806,2836,7.01,3,166.28,21.29,0
2502,39,North,43286,2121,1.06,1,134.74,68.39,0
2503,38,West,99139,2700,2.91,2,56.67,242.9,0
2504,39,South,85916,2593,9.19,2,175.04,103.91,0
2505,45,South,47600,1815,16.46,3,136.63,401.83,0
2506,26,South,32291,2853,15.59,1,167.29,286.61,0
2507,43,East,43123,2343,5.09,1,161.6,306.32,0
2508,26,East,33811,1860,3.46,2,80.64,231.41,0
2509,32,East,61276,1446,8.09,0,42.67,128.03,0
2510,27,North,84145,1896,17.72,7,60.01,294.7,0
2511,41,South,76619,2775,2.28,5,45.79,358.49,1
2512,59,North,56714,1785,11.09,2,71.38,185.47,0
2513,25,East,85685,2777,2.23,0,108.12,252.47,0
2514,41,North,42194,1902,9.67,2,184.16,419.84,0
2515,33,East,94037,143,2.97,0,178.24,74.34,1
2516,66,West,49362,588,2.07,2,152.16,272.61,0
2517,43,West,84499,280,4.22,3,34.1,174.21,0
2518,44,South,76281,2521,5.48,5,88.04,351.4,1
2519,54,South,92813,727,5.89,6,146,9.41,0
2520,21,North,74852,1056,13.08,6,51.93,335.24,0
2521,67,East,77836,2214,1.57,8,166.18,51.45,0
2522,41,West,34595,1648,2.08,7,185.48,32.38,1
2523,36,North,45402,1215,4.18,3,90.2,362.31,1
2524,53,South,95283,1881,17.51,5,149.99,320.17,0
2525,56,West,72723,2926,12.76,0,55.19,447.47,0
2526,27,West,81322,750,14.74,7,147.44,259.83,0
2527,42,North,76764,1976,7.72,5,33.65,265.01,0
2528,35,East,54911,1367,4.66,1,55.63,353.51,0
2529,36,North,49405,440,1.24,7,150.68,161.7,0
2530,53,North,88122,1908,10.03,3,151.01,18.46,0
2531,27,West,33447,2545,11.7,8,139,115.02,1
2532,50,West,83143,2850,17.99,3,111.15,119.01,0
2533,67,West,92906,2244,17.7,0,144.73,167.83,0
2534,22,North,40662,1454,8.78,6,161.55,471.73,1
2535,64,West,93001,548,8.76,9,194.3,402.42,0
2536,66,South,88282,1541,3.64,4,181.07,467.98,1
2537,52,South,34899,176,5.52,9,165.07,499.3,0
2538,61,East,58582,995,18.55,4,148.11,216.89,0
2539,51,North,97471,648,3.25,3,127.61,113.54,1
2540,50,West,72213,897,19.39,5,50.5,280,0
2541,38,East,67830,1552,10.34,0,58.14,440.57,0
2542,34,North,37066,1608,9.4,2,169.45,232.87,0
2543,39,North,40712,914,3.91,6,166.56,252.7,0
2544,65,North,95365,2282,13.4,7,134.46,67.22,0
2545,54,North,60806,2801,9.47,8,104.6,210.23,0
2546,32,East,42210,1683,7.73,0,34.43,193.5,1
2547,52,West,66972,745,5.66,3,85.62,175.84,1
2548,45,North,64136,1925,1.8,1,101.51,443.65,1
2549,24,North,74297,819,10.63,1,112.59,29.65,0
2550,49,East,45945,1622,6.6,0,187.99,486.07,0
2551,28,West,72477,2760,14.3,4,48.48,4.12,1
2552,27,South,43224,2631,14.61,1,118.21,472.8,0
2553,26,South,33052,1169,6.98,3,92.55,274.02,0
2554,31,East,57272,1566,13.55,8,198.32,351.22,0
2555,30,North,71150,747,5.54,2,176.52,93.57,0
2556,42,North,47316,891,14.68,7,104.59,327.11,0
2557,19,East,83389,678,0.81,9,199.95,440.98,0
2558,52,East,93332,2148,3.46,5,117.39,69.74,0
2559,24,East,37240,2256,5.28,9,58.41,63.54,0
2560,38,East,98774,559,15.57,4,124.5,151.99,1
2561,35,East,73175,2413,1.79,1,68.45,80.86,0
2562,20,North,30565,1261,4.17,2,138.17,55.32,0
2563,59,South,46375,143,7.49,7,189.36,339.16,0
2564,56,North,55710,1633,0.68,8,163.65,106.91,0
2565,58,North,79895,1082,15.36,6,76.44,333.51,0
2566,66,East,45174,2409,11.42,0,80.47,430.96,0
2567,28,West,57597,2875,18.06,5,41.78,326.01,0
2568,56,West,68397,732,1.11,6,78.6,59.68,0
2569,41,East,63069,2299,5.79,5,45.75,286.79,0
2570,63,North,70274,2360,14.76,9,114.91,196.81,1
2571,36,North,68197,1357,13.67,1,150.42,171.69,0
2572,21,West,78634,722,5.24,8,157.7,159.27,0
2573,43,East,60041,2077,12.12,2,40.12,464.72,1
2574,55,East,37248,460,15.98,5,87.79,371.25,0
2575,59,West,32203,2467,1.15,5,78.99,66.92,0
2576,49,East,81986,2369,14.49,7,47.73,238,0
2577,56,West,55370,309,5.42,3,91.62,159.11,0
2578,62,North,65247,1030,18.98,5,80.88,488.97,0
2579,63,East,30434,1706,11,0,137.86,489.01,0
2580,53,West,92982,588,1.15,8,180.16,159.77,0
2581,57,North,95180,700,8.37,8,107.32,176.06,1
2582,54,East,64474,873,19.34,6,156.93,299.71,0
2583,50,South,54644,977,14.74,0,54.82,239.65,0
2584,53,West,68493,1587,6.36,2,182.14,106.55,0
2585,20,North,33959,799,11.72,4,55.94,330.21,0
2586,26,East,77289,2599,12.18,3,62.66,167.06,0
2587,25,North,41143,2560,0.96,4,48.1,326.86,1
2588,50,East,69593,2057,3.99,6,82.65,191.84,0
2589,23,North,69115,2623,11.26,8,123.91,350.1,1
2590,58,North,52540,355,8.35,0,197.96,333.9,0
2591,56,South,65481,1273,4.21,4,164.87,254.41,0
2592,21,West,52578,2274,15.57,2,94.67,352.37,0
2593,30,North,42787,491,10.04,2,127.89,230.48,0
2594,66,North,82879,2627,6.54,1,135.96,58.07,0
2595,19,West,40596,1092,3.65,5,169.86,91.05,0
2596,22,East,90669,2549,12.42,5,155.2,123,0
2597,61,West,49930,2421,13.49,2,126.78,31.61,0
2598,44,North,77950,944,13.56,0,143.76,355.69,0
2599,49,East,48687,238,4.8,6,156.81,183.7,0
2600,38,North,82833,202,12.11,1,52.63,46.76,0
2601,25,North,65989,1365,18.16,7,64.08,409.98,0
2602,55,East,60183,1240,7.39,2,147.06,341.83,0
2603,25,East,50758,1337,4.61,0,174.57,226.11,1
2604,67,West,31082,583,15.56,9,99.57,123.71,0
2605,20,South,75891,2676,3.95,8,196.58,75.87,1
2606,61,South,75810,323,5.45,4,66.73,229.19,1
2607,20,South,76901,1393,2.46,0,100.84,442.62,0
2608,39,West,51563,1948,5.72,9,94.35,94.2,0
2609,23,North,32775,1984,8.5,5,188.15,284.33,1
2610,19,North,45828,2261,1.75,9,78.51,480.84,1
2611,40,South,47974,1564,17.5,2,110.03,318.56,0
2612,61,East,52388,743,10.52,3,61.83,219.98,1
2613,19,North,48615,2798,11.97,7,118.62,358.19,1
2614,55,West,67886,1355,7.74,4,175.76,412.29,0
2615,34,North,52838,557,13.56,5,81.69,295.26,1
2616,52,West,70728,2522,8.92,9,167.83,435.92,0
2617,51,North,82798,1727,15.35,3,184.92,257.3,0
2618,40,East,49622,710,16.52,5,42.4,415.01,0
2619,47,West,43536,306,13.6,2,158.59,476.01,0
2620,69,North,97136,1643,10.08,9,73.41,250.62,0
2621,25,West,35700,1566,15.75,0,59.81,302.5,0
2622,39,South,68839,1016,10.14,5,132.19,304.73,0
2623,61,West,40248,2468,2.67,0,149.95,390.72,1
2624,53,East,75291,2240,2.77,9,97.11,411.48,0
2625,22,South,47177,1531,19,2,36.66,13.61,0
2626,30,North,49483,1281,4.66,7,184.48,366.68,0
2627,46,South,73815,2246,16.41,6,154.23,391.91,0
2628,48,North,68533,2372,5.31,7,76.18,350.21,1
2629,64,North,30026,951,8.9,9,114.47,356.85,0
2630,33,North,90611,540,13.27,9,34.72,20.7,0
2631,59,South,54660,819,3.6,1,87.68,221.02,0
2632,47,West,85103,684,14.88,9,118.83,409.09,0
2633,33,North,82253,2114,13.95,6,117.93,467,0
2634,29,North,72082,163,11.09,3,65.39,114.73,0
2635,34,East,46258,867,11.53,0,162.05,289.6,0
2636,33,North,45389,659,2.56,2,80.81,402.17,0
2637,29,North,57685,1833,9,4,128.67,376.2,0
2638,25,North,89220,769,2.19,9,76.16,309.45,0
2639,37,West,57195,1642,6.5,7,102.28,9.35,0
2640,20,West,51797,1371,18.06,1,65.28,361.94,1
2641,33,South,96332,2515,11.7,1,137.61,386.62,0
2642,47,East,92907,2891,14.98,7,102.35,361.42,0
2643,62,East,37188,717,11.69,8,32.74,382.9,1
2644,40,East,53696,2094,4.29,9,34.79,215.46,1
2645,45,East,32024,1221,12.1,0,110.09,496.88,0
2646,68,East,65985,1391,15.23,1,61.15,385.39,0
2647,57,North,36584,1183,3.2,3,129.46,289.34,0
2648,22,North,57044,2647,16.43,2,99.39,467.1,1
2649,37,South,35285,2558,11.33,0,141.25,454.1,0
2650,57,West,93115,1263,0.58,3,191.91,407.28,1
2651,61,East,37370,2032,10.64,1,119.89,281.85,0
2652,18,West,47903,1451,8.22,9,163.85,263.55,0
2653,47,West,62499,563,6.28,4,158.02,164.35,1
2654,38,North,52995,2849,15.54,0,186.7,125.44,1
2655,37,East,65200,1760,18.04,7,66.38,256.18,0
2656,23,East,43566,2048,15.37,9,170.65,288.89,1
2657,39,West,67822,2310,17.01,1,183.94,122.26,0
2658,35,West,81222,159,18.22,2,96.77,461.3,0
2659,25,East,80668,432,18.3,2,83.35,278.64,0
2660,56,North,93853,175,2.74,3,191.85,263.25,0
2661,49,West,84643,1878,9.4,6,136.7,217.82,0
2662,50,North,52333,2464,0.51,8,94.72,29.04,0
2663,33,West,45958,289,10.38,2,164.61,441.2,0
2664,29,West,82442,2012,18.52,0,81.76,158.5,0
2665,55,South,50954,395,4.38,9,59.99,321.23,0
2666,69,East,39675,2648,12.98,0,122.47,303.72,1
2667,51,South,61661,276,13.07,5,126.26,292.24,0
2668,31,South,94289,899,3.63,4,170.38,262.86,0
2669,53,South,47184,905,5.15,9,107.69,90.72,0
2670,50,West,77963,1842,9.51,6,168.48,140.3,0
2671,40,West,55822,314,4.17,6,82.92,262.09,0
2672,67,West,92303,1979,11.91,2,127.81,394.67,0
2673,62,North,35267,2800,9.95,6,65.44,215.99,0
2674,19,West,82647,696,10.62,8,95.53,101.96,1
2675,58,East,92814,1817,3.12,7,175.78,43.97,1
2676,38,North,66025,1455,10.59,2,66.72,331.51,0
2677,19,North,30981,227,1.46,9,167.74,211.67,0
2678,44,North,73436,1392,17.69,4,78.09,62.69,0
2679,26,West,48472,2698,7.19,7,35.86,337.23,0
2680,18,East,49336,1658,17.2,1,48.69,103.79,0
2681,28,East,55587,1877,14.18,6,156.8,254.51,0
2682,20,North,83013,718,15.44,9,74.55,153.09,0
2683,69,East,39665,2495,6.63,9,141.2,465.85,0
2684,40,North,57097,241,4.94,6,148.86,114.14,0
2685,43,South,82474,2939,8.43,7,88.67,209.96,0
2686,21,East,55185,344,0.97,0,110.74,479.75,1
2687,35,North,60484,2850,18.42,7,98.64,159.36,0
2688,23,West,75610,1413,8.05,0,191.05,322.3,0
2689,52,North,80807,1814,19.78,2,84.39,158.36,1
2690,39,East,80907,1235,15.35,8,61.16,55.34,1
2691,60,South,87389,2361,2.07,3,92.15,313.77,0
2692,32,East,55835,2009,13.37,9,143.82,458.02,0
2693,39,North,83790,2347,5.78,8,148.55,226.28,0
2694,54,North,39643,2552,5.25,0,187.09,313.09,0
2695,69,West,48951,520,5.5,7,179.9,304.45,0
2696,59,North,45233,106,18.36,2,79.01,207.54,1
2697,29,West,43200,1648,10.25,6,107.38,307.45,0
2698,64,West,82275,2739,13.55,1,157.04,129.66,0
2699,66,North,51291,2433,5.98,6,185.81,189.02,0
2700,59,North,72448,770,10.7,6,87.32,221.16,0
2701,55,East,60580,2536,7.33,8,105.56,432,0
2702,35,West,51346,515,6.76,1,182.91,174.17,0
2703,62,West,40619,2931,5.32,7,90.94,317.57,0
2704,52,East,31766,1106,8.48,4,111.69,106.7,0
2705,47,West,33549,1836,13.37,9,183.77,126.28,0
2706,41,North,48693,527,4.83,8,166.38,324.21,0
2707,59,West,92019,433,19.33,7,71.38,381.15,0
2708,47,West,78328,2419,2.93,2,85.22,231.06,0
2709,31,North,55301,2466,9.86,2,90,167.55,0
2710,23,North,74763,626,2.16,9,185.17,455.14,1
2711,20,North,50765,2907,0.94,7,199.82,67.9,0
2712,33,North,74787,1295,18.49,8,161.58,360.36,1
2713,24,West,37425,1853,16.3,1,112.34,345.09,0
2714,69,South,42857,1772,14.04,2,31.73,345.12,0
2715,31,North,82771,2468,17.37,7,148.57,467.71,0
2716,26,South,52444,2886,16.16,1,96.19,364.1,1
2717,32,West,71457,1655,13.12,7,137.61,150.78,1
2718,38,East,30704,2128,17.02,4,133.14,176.7,1
2719,52,South,35452,1754,8.12,5,111.74,195.56,0
2720,19,North,68862,553,11.28,9,190.55,15.4,1
2721,44,West,91471,845,15.64,3,33.93,456.76,1
2722,19,West,99217,2003,2.15,2,151.06,36.78,0
2723,52,North,48300,1028,17.24,7,99.67,349.9,0
2724,35,North,39566,947,3.56,8,151.34,365.08,0
2725,31,North,37501,967,17.36,7,144.79,421.86,0
2726,37,North,31845,873,6.57,8,31.74,276.68,0
2727,35,East,69181,2230,6.87,0,78.51,362.63,1
2728,27,West,87263,642,1.94,4,62.15,151.36,1
2729,42,South,93038,421,17.78,6,58.39,372.79,1
2730,19,West,64404,885,3.9,7,153.84,171.71,0
2731,42,South,52564,639,12.79,1,70.72,451.42,0
2732,50,East,87435,2399,13.06,3,110.71,81.69,0
2733,53,East,48227,2983,5.98,6,71.99,157.88,0
2734,48,North,77475,1888,19.72,4,128.64,249.38,0
2735,31,South,47215,548,1.75,0,152.5,387.93,0
2736,18,East,51699,589,12.35,1,86.28,374.4,0
2737,63,North,42454,2005,9.85,4,132.51,105.36,0
2738,33,South,78217,563,5.29,5,170.23,72.12,0
2739,63,East,51711,413,3.69,0,46.02,151.98,1
2740,69,West,45059,2055,14.87,2,150.81,241.88,0
2741,20,South,78398,484,18.37,5,84.93,269.5,0
2742,52,West,31286,394,2.6,5,50.85,214.57,1
2743,58,South,64297,1338,4.28,6,122.76,331.55,0
2744,23,West,56485,861,19.73,9,68.46,213.78,0
2745,42,East,89967,2916,0.79,2,169.63,473.16,0
2746,30,West,84583,1198,10.41,0,37.29,130.48,0
2747,51,South,81630,2491,10.56,6,46.77,313.69,0
2748,25,East,57086,1837,5.63,2,118.57,305.69,1
2749,38,East,46484,2289,13.43,4,130.12,140.79,0
2750,51,South,98623,2865,18.93,3,154.08,205.84,0
2751,21,North,89263,1322,9.28,0,74.07,182.74,0
2752,42,North,48675,2042,15.11,6,173.1,86.25,0
2753,32,North,90664,2553,13.1,3,192.03,238.65,0
2754,21,West,54680,327,9.72,0,114.84,193.33,0
2755,62,North,47077,510,1.47,5,159.29,89.16,0
2756,29,North,68174,790,14.96,3,119.22,224.94,0
2757,49,East,33491,977,7.58,3,41.81,210.92,0
2758,49,South,76126,886,4.88,1,85.44,65.68,0
2759,45,East,33392,2209,18.99,0,44.87,65.59,0
2760,30,North,92257,1450,15.58,2,198.11,323.75,0
2761,48,West,97804,1839,19.26,9,68.93,353.29,0
2762,31,West,68400,2086,5.5,4,138.1,470.59,0
2763,37,West,66551,978,16.8,8,78.34,43.5,1
2764,35,South,58088,1707,12.35,6,141.05,58.93,0
2765,46,West,55465,1713,19.64,3,65.77,25.91,1
2766,23,North,78155,2503,18.95,7,163.5,266.11,0
2767,49,North,35969,170,19.47,3,48.84,311.37,1
2768,46,North,38981,2410,19.06,5,182.18,201.76,0
2769,60,East,51032,405,0.65,0,172.87,398.95,0
2770,19,South,84091,2705,14.95,5,145.4,343.35,1
2771,40,East,54408,861,5.8,9,41.46,492.92,0
2772,36,North,54241,687,14.25,4,65.46,68.95,1
2773,48,South,77940,2221,19.62,1,176.09,29.16,0
2774,68,East,81105,2289,1.27,0,50.74,137.4,0
2775,22,South,91050,1708,11.56,5,56.51,9.53,0
2776,36,East,33657,201,14.83,1,122.48,466.31,0
2777,51,North,51230,1729,5.44,8,76.61,151.98,0
2778,27,West,48680,1704,4.89,8,67.75,276.22,1
2779,42,East,72340,292,1.68,0,127.89,159.03,1
2780,19,North,65950,1185,2.33,4,93.34,122.9,0
2781,28,North,37867,2557,13.31,7,53.9,76.18,0
2782,67,East,34329,399,10.35,3,120.93,160.18,0
2783,48,West,65865,553,1.09,2,95.79,307.71,0
2784,32,South,96940,2721,19.41,4,154.87,485.81,0
2785,26,North,67869,718,13.29,4,47.47,279.05,0
2786,40,West,96905,736,10.55,7,135.5,266.35,0
2787,36,East,96252,2448,5.82,5,104.2,17.63,1
2788,26,South,31711,878,13.33,1,99.03,420.05,0
2789,52,South,55801,1579,7.6,0,69.49,22.42,0
2790,38,North,83270,2349,14.2,2,35.17,453.12,0
2791,26,East,85535,2821,13.81,1,174.11,269.34,0
2792,45,South,46220,2449,2.31,3,85.49,84.23,0
2793,63,West,43392,2144,18.23,2,145.79,225.85,0
2794,68,South,32246,1747,10,8,191.09,497.49,0
2795,24,South,50010,436,8.16,4,126.05,152.54,1
2796,33,East,98358,2179,19.13,3,97.51,134.73,0
2797,33,West,47234,2094,9.05,9,75.61,59,1
2798,50,West,79451,2107,14.56,8,188.79,298.57,0
2799,21,South,51784,1882,13.28,3,145.95,44.61,0
2800,21,East,59672,2920,3.72,5,143.1,383,1
2801,56,East,31082,1171,19.83,9,102.45,459.61,0
2802,57,South,41148,2131,9.54,0,173.66,465.94,0
2803,34,North,57494,1373,8.2,1,151.32,53.96,0
2804,54,South,81952,1349,18.43,3,78.14,279.13,1
2805,56,North,66719,1395,10.82,8,131.93,48.55,0
2806,69,West,78737,2812,14.25,5,103.13,286.01,0
2807,46,South,89453,427,17,5,31.12,407.49,0
2808,69,West,69536,896,5.09,8,167.3,268.9,0
2809,53,East,80604,1303,3.8,3,50.88,436.03,1
2810,55,East,80833,2961,1.84,2,116.69,400.84,1
2811,56,East,44039,764,17.99,6,87.16,138.27,0
2812,67,North,97839,2893,4.41,6,88.16,315.05,0
2813,54,South,77931,1062,6.5,8,111.15,3.71,1
2814,69,North,69925,1729,6.07,5,199.49,198.02,0
2815,52,East,81003,1493,6.44,1,99.42,118.98,1
2816,24,South,78897,1368,13.53,5,61,468.56,0
2817,44,West,72287,1283,19.11,7,134.31,202.69,0
2818,45,North,63012,472,6.92,5,70.17,327.03,1
2819,39,North,71783,384,8.45,8,47.94,365.99,0
2820,31,South,98315,2668,15.54,3,38.53,386.61,0
2821,24,West,76491,2844,8.93,2,33.89,367.89,0
2822,54,East,88584,906,18.56,4,103.3,144.58,0
2823,39,South,42803,746,10.31,2,102.54,343.03,1
2824,22,East,79625,1704,7.28,1,61.54,274.5,0
2825,19,North,43698,2283,19.45,1,163.28,298.69,0
2826,44,West,64560,195,8.8,3,51.98,0.41,1
2827,38,East,45376,373,5.01,2,185.6,129.13,1
2828,55,North,43117,2997,3.97,8,129.89,465.34,1
2829,32,East,86381,1300,19.91,6,34.69,145.04,0
2830,38,North,67956,1872,15.18,5,193.71,219.01,0
2831,27,West,78786,883,8.47,9,82.35,93.34,0
2832,40,North,96480,1400,16.61,7,106.5,69.3,0
2833,56,East,61695,231,11.16,8,78.33,104.33,0
2834,22,North,31511,1490,6.69,2,153.83,276.82,0
2835,18,East,83233,2520,15,9,112.57,459.51,0
2836,30,West,52502,1249,15.04,6,52.5,163.1,1
2837,38,East,80010,1910,10.25,8,47.71,161.7,0
2838,43,East,76489,2130,1.38,0,153.31,282.07,0
2839,67,West,61949,907,2,9,70.3,178.37,0
2840,62,North,98376,843,15.88,8,53.42,455.21,1
2841,38,South,97310,150,16.56,6,114.9,188.92,1
2842,35,North,99407,1281,13.73,9,166.47,245.22,0
2843,54,West,47229,155,16.86,3,77.39,266.69,1
2844,62,South,57385,843,14.53,5,76.99,391.03,0
2845,49,East,72176,2575,17.99,5,171.76,281.95,0
2846,53,East,33260,542,3.43,5,55.13,119.58,1
2847,34,North,33145,2034,8.06,1,134.84,61.99,0
2848,52,North,37802,2473,9.55,4,192.35,468.89,0
2849,66,North,32263,2787,6.3,6,173.02,400.78,0
2850,28,South,56913,1761,14.64,5,40.51,11.48,0
2851,38,North,87788,2976,18.29,2,84.38,410.76,0
2852,69,North,38155,179,8.54,4,54.2,295.3,0
2853,43,West,30922,2621,18.86,7,191.37,259.45,0
2854,21,West,50672,476,10.58,4,197.61,6.11,0
2855,51,South,68526,2480,10.69,9,69.95,390.43,0
2856,69,South,75344,540,12.2,2,143.85,99.03,0
2857,65,North,49014,225,5.73,8,173.08,363.99,1
2858,35,East,70324,1817,7.98,2,69.73,7.93,0
2859,57,West,68698,318,11.29,1,61.91,398.18,1
2860,52,North,53384,1047,18.87,5,31.91,11.52,0
2861,58,North,33512,377,13.03,7,100.03,117.95,0
2862,46,West,36066,694,7,5,182.9,134.14,0
2863,69,East,61500,1034,0.7,0,183.51,78.75,0
2864,46,North,84800,2118,19.64,7,51.72,240.53,0
2865,55,East,93140,240,10.11,0,64.74,141.84,0
2866,59,South,32387,2993,18.8,8,99.37,496.64,0
2867,38,South,86160,1730,11.21,7,162.71,289.98,0
2868,59,West,89241,976,12.31,5,134.01,283.24,0
2869,30,West,31799,1829,14.38,1,117.35,110.43,1
2870,66,South,65548,209,6.76,8,130.63,204.34,0
2871,58,West,63895,1175,14.13,7,46.35,61.99,1
2872,34,South,70379,2760,10.77,3,111.2,381.26,0
2873,26,West,75414,2860,13.61,1,198.65,165.58,0
2874,58,South,98344,2093,16.8,5,45.04,375.98,1
2875,18,West,34297,1322,4.09,0,118.27,185.85,0
2876,19,West,35008,895,12.46,6,80.26,494.38,0
2877,65,North,46820,2129,1.52,0,121.79,85.56,0
2878,46,West,52253,828,2.49,5,127.55,0.76,0
2879,50,West,59202,2652,13.65,4,128.17,297.41,1
2880,27,West,59236,1637,1.88,9,174.88,476.48,0
2881,67,North,97156,1140,12.11,2,96.26,323.53,1
2882,57,West,90263,414,4.79,5,117.78,42.86,0
2883,38,West,46575,176,6.43,3,31.86,270.24,0
2884,45,North,42204,1740,3.03,5,164.22,454.74,0
2885,28,West,41952,811,5.35,3,74.11,3.25,1
2886,51,North,81142,1637,16.52,0,168.81,83.46,0
2887,25,North,63872,1967,12.96,4,75.16,407.28,1
2888,39,East,59376,953,19.02,7,31.83,446.95,0
2889,25,East,96084,1261,1.45,5,56.32,353.58,0
2890,66,East,41640,1697,15.95,9,197.57,495.78,0
2891,32,North,56437,2856,14.13,8,84.37,45.11,1
2892,34,West,37903,2012,5.59,3,48.5,272.84,0
2893,40,North,56863,364,14.72,9,50.19,342.5,0
2894,41,North,73381,432,14.47,8,82.76,351.32,0
2895,62,North,58548,2335,9.46,7,36.4,396.74,0
2896,36,East,79956,1186,13.93,2,116.95,458.81,0
2897,22,West,41467,919,9.17,5,66.34,180.82,1
2898,49,East,87954,1402,7.04,3,118.28,21.48,0
2899,61,West,53901,1665,9.6,0,53.93,181.22,1
2900,18,North,85983,1294,17.96,8,103.08,335.81,0
2901,40,East,53301,1626,8,3,131.65,106.73,0
2902,54,South,99903,398,8.37,4,40.54,404.99,0
2903,25,South,46204,2348,12.36,2,97.79,109.88,0
2904,30,North,49755,1258,15.18,3,81.43,5.03,0
2905,25,East,89817,371,14.83,8,70.86,254.04,1
2906,40,East,32093,634,0.89,6,132.77,363.23,0
2907,60,West,99537,2178,13.9,7,130.05,174.83,1
2908,18,South,52940,1244,9.29,2,137.22,374.45,0
2909,62,North,74040,168,10.72,2,57.01,219.2,1
2910,68,East,67322,926,11.45,6,78.57,85.86,0
2911,41,North,39236,1269,14.77,7,65.65,45.28,0
2912,52,West,33902,1083,16.71,4,121.89,355.29,0
2913,41,East,64364,580,13.1,0,108.38,192.86,0
2914,34,North,50096,2440,11.5,2,86.15,456.39,1
2915,22,West,42020,2115,7.79,4,163.62,270.13,0
2916,37,East,88473,1552,3.19,2,45.98,174.22,0
2917,38,North,74153,2233,19.19,0,195.73,174.5,0
2918,57,East,71277,1139,9.51,6,49.81,65.72,0
2919,48,North,68502,2875,11.54,0,161.42,296.89,0
2920,63,West,45675,727,15.15,9,92.6,291.08,0
2921,53,West,54365,217,1.83,5,177.09,400,0
2922,28,West,82148,2417,17.17,5,42.61,100.6,0
2923,69,East,98078,261,16.04,6,93.7,145.39,0
2924,32,South,56465,2847,15.6,0,87.03,48.62,0
2925,36,West,62286,1776,0.93,2,198.84,147.67,0
2926,24,North,84795,266,10.77,8,197.54,214.05,1
2927,68,East,70178,399,1.56,1,62.27,482.01,1
2928,45,East,79986,2175,11.24,4,137.09,326.53,1
2929,68,North,73201,661,14.51,2,121.04,391.44,1
2930,60,South,73315,2303,2.88,4,56.24,162.75,0
2931,22,West,85178,1447,14.05,6,58.52,72.26,0
2932,22,West,40745,1244,9.27,0,198.17,128.36,1
2933,47,North,35028,2799,16.33,2,106.96,128.23,0
2934,49,North,78566,1651,10.9,5,51.39,291.56,0
2935,25,North,73722,2968,7.05,6,66.51,170.74,0
2936,27,West,69879,660,6.97,9,75.62,428.7,1
2937,55,North,54767,1287,18,2,116.86,494.27,1
2938,64,East,98099,1789,9.33,3,87.04,171.65,0
2939,49,North,78657,411,8.41,5,107.35,352.53,1
2940,65,East,38498,2523,1.28,4,58.3,328.74,1
2941,45,South,55107,1469,7.6,8,85.54,97.23,0
2942,34,West,58793,2297,17.07,0,41.95,459,1
2943,48,North,32696,2011,15.34,4,181.25,99.72,1
2944,25,East,83839,2732,4.81,0,63.79,368.48,0
2945,57,North,53397,680,8.55,7,158.67,173.8,0
2946,42,East,37704,1076,4.33,6,89.42,183.54,0
2947,26,West,46442,276,19.11,4,110.65,227.72,0
